review,sentiment,clean_review
"call me a wimp , but i cried , not once , but three times in this animated sweet film .",1,call wimp cried three time animated sweet film
japan 's premier stylist of sex and blood hits audiences with what may be his most demented film to date .,1,japan premier stylist sex blood hit audience may demented film date
and if the hours wins ` best picture ' i just might .,1,hour win best picture might
another rent installment for the ian fleming estate .,1,another rent installment ian fleming estate
"instead of kicking off the intrigue and suspense and mystery of the whole thing , hart 's war , like the st. louis rams in the super bowl , waits until after halftime to get started .",1,instead kicking intrigue suspense mystery whole thing hart war like st louis ram super bowl wait halftime get started
murderous maids may well be the most comprehensive of these films and also strike closest to the truth .,1,murderous maid may well comprehensive film also strike closest truth
"some of seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot .",1,seagal action picture guilty pleasure one formulaic seems autopilot
"one of the greatest family-oriented , fantasy-adventure movies ever .",1,one greatest familyoriented fantasyadventure movie ever
for caine lovers only .,1,caine lover
"a trashy , exploitative , thoroughly unpleasant experience .",1,trashy exploitative thoroughly unpleasant experience
"opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",1,open funeral end protagonist death bed nt get much livelier three hour
... surprisingly inert for a movie in which the main character travels back and forth between epochs .,1,surprisingly inert movie main character travel back forth epoch
"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",1,thrilling provocative darkly funny timely scifi mystery work many different level invite demand repeated viewing
farrell ... thankfully manages to outshine the role and successfully plays the foil to willis 's world-weary colonel .,1,farrell thankfully manages outshine role successfully play foil willis worldweary colonel
"that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .",1,zhang would make strainingly cute film blind orphan center less indicates ambition wandered
"those who would follow haneke on his creepy explorations ... are rewarded by brutal , committed performances from huppert and magimel .",1,would follow haneke creepy exploration rewarded brutal committed performance huppert magimel
but it pays a price for its intricate intellectual gamesmanship .,1,pay price intricate intellectual gamesmanship
a fascinating and fun film .,1,fascinating fun film
the use of cgi and digital ink-and-paint make the thing look really slick .,1,use cgi digital inkandpaint make thing look really slick
"a sad , superior human comedy played out on the back roads of life .",1,sad superior human comedy played back road life
the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,1,lack opposing viewpoint soon grows tiresome film feel like series toast testimonial dinner documentary
